		F58red	A12green	B3blue	A415black	G431blue	J15green	H231red
H728_33	33	70	96	69	156	274	192	138
H728_33	33	78	105	73	156	289	195	140
H728_33	33	104	117	69	156	310	198	142
H728_33	33	70	120	69	156	313	204	146
H728_33	33	70	132	69	156	274	213	148
H728_33	33	70	96	69	156	274	216	138
H729_33	33	78	96	69	156	262	189	136
H729_33	33	86	111	73	158	274	192	138
H729_33	33	78	120	69	156	283	189	148
H729_33	33	78	96	69	156	295	189	136
H729_33	33	78	96	69	156	310	189	136
H729_33	33	78	96	69	156	313	189	136
H730_33	33	70	96	69	156	262	192	136
H730_33	33	86	120	73	156	265	195	140
H730_33	33	70	138	69	156	274	198	142
H730_33	33	70	96	69	156	280	204	154
H730_33	33	70	96	69	156	283	192	136
H730_33	33	70	96	69	156	313	192	136
H731_33	33	70	96	69	156	262	192	142
H731_33	33	86	132	73	156	280	195	146
H731_33	33	88	150	69	156	301	198	154
H731_33	33	70	96	69	156	328	192	142
H731_33	33	70	96	69	156	262	192	142
H731_33	33	70	96	69	156	262	192	142
H732_33	33	70	96	69	156	262	195	142
H732_33	33	78	132	73	156	274	198	144
H732_33	33	104	96	69	156	304	213	148
H732_33	33	70	96	69	156	322	195	142
H732_33	33	70	96	69	156	262	195	142
H732_33	33	70	96	69	156	262	195	142
H733_33	33	72	90	69	156	283	180	136
H733_33	33	78	96	73	156	289	198	138
H733_33	33	104	120	69	156	198	204	142
H733_33	33	72	90	69	156	310	207	136
H733_33	33	72	90	69	156	313	216	136
H733_33	33	72	90	69	156	283	180	136
H734_33	33	70	96	69	156	259	192	140
H734_33	33	76	111	73	158	280	195	142
H734_33	33	78	117	69	156	304	198	146
H734_33	33	102	144	69	156	259	213	148
H734_33	33	104	150	69	156	259	216	154
H734_33	33	70	96	69	156	259	192	140
H735_33	33	72	96	69	156	259	195	130
H735_33	33	76	111	73	158	289	204	136
H735_33	33	102	120	141	156	313	207	138
H735_33	33	104	144	69	156	259	213	140
H735_33	33	72	96	69	156	259	195	142
H735_33	33	72	96	69	156	259	195	148
